# Multi-country monthly macro panel: OECD short-term statistics and prices.
# Columns: iso,date(YYYY-MM),ip,cpi,shortrate,longrate,shareprice
# ip/cpi/shareprice are index levels; shortrate/longrate are per-cent yields.
# Source: OECD via DBnomics (https://db.nomics.world): production from
# DSD_STES@DF_INDSERV, prices from DSD_PRICES@DF_PRICES_ALL, rates and share
# prices from DSD_STES@DF_FINMARK (the legacy OECD/MEI froze at 2024-01).
# ip = industry B-to-E (manufacturing alone where a country has no aggregate);
# shortrate = 3-month interbank, immediate rate for the months it lacks.
# Regenerate: make macropanel
iso,date,ip,cpi,shortrate,longrate,shareprice
HUN,2012-11,83.9310,99.2598,5.7732,6.8700,88.0689
HUN,2012-12,85.0010,99.3338,5.2049,6.4400,85.2321
HUN,2013-01,85.1199,100.1480,5.7957,6.2300,90.7324
HUN,2013-02,84.8821,100.0740,5.1164,6.2900,90.3242
HUN,2013-03,84.8821,100.2961,4.9714,6.3800,87.5204
HUN,2013-04,85.9520,100.5181,4.5674,5.6500,85.8133
HUN,2013-05,85.5954,100.4441,4.7113,5.0800,89.3966
HUN,2013-06,85.2387,100.6662,4.4800,6.0200,90.6990
HUN,2013-07,85.9520,100.3701,4.3558,5.7800,89.7213
HUN,2013-08,88.4486,100.1480,3.9235,6.3100,87.2969
HUN,2013-09,88.9241,100.5922,3.1034,6.1600,87.3461
HUN,2013-10,89.5185,100.2961,3.6006,5.5800,88.6685
HUN,2013-11,88.3297,100.2221,3.3335,5.8200,89.2018
HUN,2013-12,88.6864,99.7039,2.9968,5.7800,87.9122
HUN,2014-01,90.8262,100.0740,2.9924,5.6000,90.4215
HUN,2014-02,91.6584,100.1480,2.9893,6.0300,86.1712
HUN,2014-03,92.4906,100.3701,3.2450,5.8300,80.6245
HUN,2014-04,93.9172,100.4441,2.9353,5.5600,84.5926
HUN,2014-05,93.3228,100.2961,2.5497,5.0100,87.6784
HUN,2014-06,95.5815,100.3701,2.8600,4.5000,90.0936
HUN,2014-07,96.5326,100.5181,2.2943,4.3300,86.0407
HUN,2014-08,90.9451,100.2961,2.0610,4.7300,83.6866
HUN,2014-09,93.4416,100.0740,1.9832,4.5900,87.3761
HUN,2014-10,91.3018,99.8520,1.9084,4.2100,83.3284
HUN,2014-11,94.1549,99.4819,2.0400,3.7000,82.7592
HUN,2014-12,92.6095,98.8157,2.0641,3.6200,80.4147
HUN,2015-01,98.0781,98.5936,1.9788,3.1800,77.9330
HUN,2015-02,95.7004,99.1118,1.8506,3.0700,84.9869
HUN,2015-03,99.2669,99.7039,1.8224,3.2900,89.8368
HUN,2015-04,97.6025,100.0740,1.6440,3.2800,102.2507
HUN,2015-05,98.0781,100.8142,1.4201,3.5900,106.7023
HUN,2015-06,100.0991,100.9622,1.5750,3.8600,104.2707
HUN,2015-07,101.5257,100.9622,1.2598,3.7200,105.4050
HUN,2015-08,99.1480,100.3701,1.1442,3.6100,104.8489
HUN,2015-09,102.0012,99.7039,1.2856,3.5000,100.1398
HUN,2015-10,101.7634,100.0000,1.3185,3.2800,103.1748
HUN,2015-11,101.8823,100.0000,1.2489,3.3400,108.3862
HUN,2015-12,100.6935,99.7039,1.3476,3.4700,112.0650
HUN,2016-01,100.5746,99.5559,1.1855,3.3600,112.6517
HUN,2016-02,100.3368,99.4078,1.3377,3.3600,110.3578
HUN,2016-03,96.5326,99.4819,1.1871,3.1300,120.7734
HUN,2016-04,101.8823,100.2961,1.1846,3.0200,126.9898
HUN,2016-05,100.9312,100.5922,0.9769,3.3500,126.2219
HUN,2016-06,99.7424,100.8142,0.9270,3.3100,126.2323
HUN,2016-07,102.8334,100.5922,0.8890,2.8800,129.6668
HUN,2016-08,100.6935,100.2221,0.7529,2.8300,131.4526
HUN,2016-09,98.9102,100.3701,0.7976,2.8800,133.8040
HUN,2016-10,100.0991,100.9622,0.8600,2.9300,137.7643
HUN,2016-11,102.8334,101.0363,0.6730,3.3600,143.1315
HUN,2016-12,103.3089,101.4064,0.6565,3.3100,148.2311
HUN,2017-01,101.7634,101.8505,0.2265,3.4000,155.7688
HUN,2017-02,103.5467,102.2206,0.3004,3.5200,157.9344
HUN,2017-03,104.1411,102.1466,0.3418,3.4800,154.6821
HUN,2017-04,106.1621,102.5167,0.2476,3.2800,155.3489
HUN,2017-05,106.8754,102.7387,0.2168,3.1000,161.1000
HUN,2017-06,105.9243,102.7239,0.2498,2.9900,168.6506
HUN,2017-07,103.6655,102.7609,0.5305,3.1000,169.4021
HUN,2017-08,106.9943,102.8053,0.2133,3.0500,176.5294
HUN,2017-09,107.1131,102.9016,0.1354,2.7600,180.0484
HUN,2017-10,107.7076,103.1828,0.0456,2.5700,184.7031
HUN,2017-11,106.3998,103.5529,0.0548,2.2300,187.9651
HUN,2017-12,109.2530,103.6269,0.0644,2.0700,183.2724
HUN,2018-01,109.2530,103.9230,0.0391,2.0600,190.5340
HUN,2018-02,107.4698,104.1451,0.0265,2.5500,184.8227
HUN,2018-03,108.1831,104.2191,0.0437,2.6000,180.1165
HUN,2018-04,107.9453,104.8853,0.0730,2.4700,181.2360
HUN,2018-05,110.2041,105.5514,0.0838,2.9200,175.0313
HUN,2018-06,110.3230,105.9215,0.1954,3.3700,171.3020
HUN,2018-07,106.9943,106.2176,0.2526,3.3900,168.9541
HUN,2018-08,111.3929,106.2916,0.1327,3.4100,173.9439
HUN,2018-09,109.4908,106.5877,0.1624,3.5700,173.3995
HUN,2018-10,110.3230,107.1799,0.1366,3.7400,175.1932
HUN,2018-11,110.4418,106.8098,0.1193,3.4700,184.7713
HUN,2018-12,116.8615,106.4397,0.1281,3.1500,189.0708
HUN,2019-01,114.4838,106.7357,0.1313,2.8500,193.5863
HUN,2019-02,113.4139,107.3279,0.1836,2.6800,192.4710
HUN,2019-03,116.3860,108.0681,0.1297,3.0300,196.1812
HUN,2019-04,115.4349,109.0303,0.1374,3.1400,202.5571
HUN,2019-05,117.5748,109.6965,0.1636,3.1900,193.7655
HUN,2019-06,115.7916,109.4745,0.2505,2.7400,193.7466
HUN,2019-07,116.6237,109.6965,0.2571,2.3300,194.8027
HUN,2019-08,115.3160,109.5485,0.2698,1.8300,190.0111
HUN,2019-09,118.0503,109.6225,0.1923,2.0200,192.2824
HUN,2019-10,117.0993,110.2887,0.1995,1.9400,194.3271
HUN,2019-11,117.4559,110.3627,0.1720,1.9500,206.8366
HUN,2019-12,113.6517,110.6588,0.1535,1.8800,214.7794
HUN,2020-01,117.9314,111.6950,0.1792,2.0800,212.4375
HUN,2020-02,119.8336,112.0651,0.4435,2.1500,210.5923
HUN,2020-03,103.4278,112.2872,0.4876,2.4300,166.8027
HUN,2020-04,72.9939,111.6210,1.0886,2.4900,157.6321
HUN,2020-05,86.6653,112.1392,0.9251,1.9900,167.1238
HUN,2020-06,101.2879,112.5833,0.8917,2.1800,176.7923
HUN,2020-07,107.2320,113.8416,0.6929,2.2300,168.3809
HUN,2020-08,116.3860,113.8416,0.6047,2.1800,170.2802
HUN,2020-09,117.2181,113.3975,0.8443,2.3900,160.8398
HUN,2020-10,119.9524,113.6195,0.7505,2.2700,158.2742
HUN,2020-11,118.1692,113.3235,0.7426,2.1500,177.2180
HUN,2020-12,116.0293,113.6936,0.7764,2.1600,194.3557
HUN,2021-01,116.7426,114.7298,0.7488,2.2200,208.1829
HUN,2021-02,118.8825,115.5440,0.8216,2.4300,208.9214
HUN,2021-03,119.8336,116.3583,0.7619,2.6800,208.9942
HUN,2021-04,116.6237,117.3205,0.7501,2.6900,206.2798
HUN,2021-05,120.4280,117.9127,0.8768,2.9400,215.1421
HUN,2021-06,119.7147,118.5788,0.8485,2.8500,229.3373
HUN,2021-07,118.4070,119.1710,0.0000,2.8300,226.6352
HUN,2021-08,116.0293,119.3930,1.5576,2.8400,241.2867
HUN,2021-09,114.1272,119.5411,1.7411,3.0900,247.8006
HUN,2021-10,116.0293,120.9474,2.0029,3.6900,258.5562
HUN,2021-11,121.3790,121.7617,2.5767,4.0700,251.0282
HUN,2021-12,120.6657,122.0577,3.7207,4.4000,240.5042
HUN,2022-01,124.4700,123.7602,4.0645,4.7100,249.9372
HUN,2022-02,125.4210,125.0925,4.4217,4.8600,239.0940
HUN,2022-03,124.4700,126.3509,5.9598,5.9200,204.9627
HUN,2022-04,124.7077,128.3494,6.3588,6.5900,204.1042
HUN,2022-05,124.7077,130.4959,6.5677,7.2000,197.1228
HUN,2022-06,125.4210,132.4204,7.4718,7.9500,189.5018
HUN,2022-07,125.4210,135.5292,11.0891,8.5100,191.9235
HUN,2022-08,125.5399,137.9719,11.9617,8.1900,204.9279
HUN,2022-09,127.4420,143.5973,13.1012,9.2300,190.3911
HUN,2022-10,123.0434,146.4841,16.7051,10.2500,189.7030
HUN,2022-11,122.8056,149.1488,15.5245,8.8100,209.6727
HUN,2022-12,131.6029,152.0355,16.4548,8.6300,213.3298
HUN,2023-01,119.9524,155.5885,16.6938,7.7600,218.6693
HUN,2023-02,118.7636,156.8468,17.0341,8.2300,216.5050
HUN,2023-03,119.1203,158.1051,15.8257,8.5400,202.2132
HUN,2023-04,117.6937,159.1414,17.1161,8.3500,208.1900
HUN,2023-05,119.7147,158.5492,14.8287,7.7800,220.9081
HUN,2023-06,118.6447,158.9933,15.9426,7.2000,235.7857
HUN,2023-07,121.9734,159.4375,10.3116,7.1000,246.8755
HUN,2023-08,119.4769,160.5477,13.9097,7.4000,265.1537
HUN,2023-09,121.0224,161.1399,13.4219,7.0800,268.4995
HUN,2023-10,118.7636,160.9178,8.5620,7.5300,267.0637
HUN,2023-11,116.6237,160.9178,9.4447,7.0100,271.3511
HUN,2023-12,120.9035,160.3997,10.5735,6.1700,283.8081
HUN,2024-01,116.2671,161.5100,7.0533,5.9800,299.2606
HUN,2024-02,119.9524,162.5463,8.3952,6.2200,311.3064
HUN,2024-03,116.3860,163.8786,8.3762,6.4800,312.1898
HUN,2024-04,114.7216,164.9889,7.9571,6.9700,316.1083
HUN,2024-05,113.5328,164.9149,7.4041,6.7900,325.9392
HUN,2024-06,115.1971,164.8409,7.0258,6.8000,333.3412
HUN,2024-07,113.2950,166.0252,6.7942,6.6100,345.0890
HUN,2024-08,114.4838,166.0252,6.7282,6.3000,343.9582
HUN,2024-09,112.4629,165.8771,6.9631,6.2200,347.0746
HUN,2024-10,114.7216,166.0252,6.4723,6.5700,352.0843
HUN,2024-11,115.3160,166.9134,6.6044,6.6300,368.5363
HUN,2024-12,111.3929,167.8016,6.4943,6.4400,377.4982
HUN,2025-01,112.1062,170.3183,6.5000,6.8200,395.7933
HUN,2025-02,111.3929,171.6506,6.5000,6.6700,414.6633
HUN,2025-03,110.2041,171.5766,6.4717,7.0400,423.8540
HUN,2025-04,111.8684,171.8727,6.5000,6.9900,418.4807
HUN,2025-05,110.6796,172.1688,6.5000,6.9500,450.8059
HUN,2025-06,109.6097,172.3908,6.5058,7.0800,460.9568
HUN,2025-07,111.5118,173.0570,6.5000,7.0200,476.5102
HUN,2025-08,109.2530,173.1310,6.6085,7.0300,494.3993
HUN,2025-09,110.7985,173.0570,6.6377,6.9600,479.8123
HUN,2025-10,110.9174,173.0570,6.5000,6.7900,490.1296
HUN,2025-11,109.2530,173.2050,6.5415,6.9700,512.8845
HUN,2025-12,110.4418,173.2791,6.7806,6.8900,521.5754
HUN,2026-01,111.3929,,6.4414,6.6700,578.4946
HUN,2026-02,110.5607,,6.5895,6.4800,608.8745
HUN,2026-03,114.0083,,6.3960,7.1300,582.3748
HUN,2026-04,112.8195,,6.3576,6.2700,634.3199
HUN,2026-05,,,6.1801,5.6500,631.2086
IND,1957-01,,1.4714,,,0.4995
IND,1957-02,,1.4714,,,0.4990
IND,1957-03,,1.4714,,,0.4880
IND,1957-04,,1.5005,,,0.4696
IND,1957-05,,1.5114,,,0.4590
IND,1957-06,,1.5406,,,0.4507
IND,1957-07,,1.5406,,,0.4607
IND,1957-08,,1.5552,,,0.4500
IND,1957-09,,1.5661,,,0.4314
IND,1957-10,,1.5552,,,0.4231
IND,1957-11,,1.5661,,,0.4286
IND,1957-12,,1.5552,,,0.4207
IND,1958-01,,1.5260,,,0.4176
IND,1958-02,,1.5114,,,0.4248
IND,1958-03,,1.5114,,,0.4283
IND,1958-04,,1.5260,,,0.4410
IND,1958-05,,1.5552,,,0.4386
IND,1958-06,,1.5952,,,0.4504
IND,1958-07,,1.6353,,,0.4714
IND,1958-08,,1.6498,,,0.4828
IND,1958-09,,1.6644,,,0.4945
IND,1958-10,,1.6899,,,0.4928
IND,1958-11,,1.6790,,,0.4897
IND,1958-12,,1.6353,,,0.4748
IND,1959-01,,1.6098,,,0.4742
IND,1959-02,,1.6244,,,0.4776
IND,1959-03,,1.6098,,,0.4986
IND,1959-04,,1.6098,,,0.5138
IND,1959-05,,1.6353,,,0.5200
IND,1959-06,,1.6644,,,0.5166
IND,1959-07,,1.7045,,,0.5314
IND,1959-08,,1.7190,,,0.5307
IND,1959-09,,1.7045,,,0.5279
IND,1959-10,,1.7336,,,0.5383
IND,1959-11,,1.7336,,,0.5421
IND,1959-12,,1.7045,,,0.5435
IND,1960-01,,1.6790,,,0.5473
IND,1960-02,,1.6790,,,0.5459
IND,1960-03,,1.6644,,,0.5690
IND,1960-04,,1.6790,,,0.5742
IND,1960-05,,1.6899,,,0.5979
IND,1960-06,,1.7045,,,0.6045
IND,1960-07,,1.7336,,,0.6142
IND,1960-08,,1.7336,,,0.6200
IND,1960-09,,1.7190,,,0.5986
IND,1960-10,,1.7190,,,0.5728
IND,1960-11,,1.7045,,,0.5848
IND,1960-12,,1.7045,,,0.5759
IND,1961-01,,1.6899,,,0.5686
IND,1961-02,,1.6899,,,0.5842
IND,1961-03,,1.7045,,,0.6186
IND,1961-04,,1.7045,,,0.6221
IND,1961-05,,1.7045,,,0.6193
IND,1961-06,,1.7190,,,0.6328
IND,1961-07,,1.7482,,,0.6304
IND,1961-08,,1.7591,,,0.6169
IND,1961-09,,1.7591,,,0.6114
IND,1961-10,,1.7591,,,0.6238
IND,1961-11,,1.7591,,,0.6445
IND,1961-12,,1.7591,,,0.6355
IND,1962-01,,1.7482,,,0.6462
IND,1962-02,,1.7482,,,0.6562
IND,1962-03,,1.7482,,,0.6628
IND,1962-04,,1.7591,,,0.6642
IND,1962-05,,1.7737,,,0.6735
IND,1962-06,,1.7882,,,0.6548
IND,1962-07,,1.8137,,,0.6345
IND,1962-08,,1.8283,,,0.6448
IND,1962-09,,1.8283,,,0.6345
IND,1962-10,,1.8429,,,0.6169
IND,1962-11,,1.8283,,,0.5879
IND,1962-12,,1.8028,,,0.5910
IND,1963-01,,1.7882,,,0.5900
IND,1963-02,,1.7737,,,0.5745
IND,1963-03,,1.7882,,,0.5669
IND,1963-04,,1.8028,,,0.5597
IND,1963-05,,1.8137,,,0.5683
IND,1963-06,,1.8429,,,0.5569
IND,1963-07,,1.8574,,,0.5593
IND,1963-08,,1.8720,,,0.5538
IND,1963-09,,1.8829,,,0.5683
IND,1963-10,,1.8975,,,0.5897
IND,1963-11,,1.8975,,,0.6017
IND,1963-12,,1.9266,,,0.5952
IND,1964-01,,1.9266,,,0.5893
IND,1964-02,,1.9521,,,0.5886
IND,1964-03,,1.9667,,,0.5848
IND,1964-04,,1.9813,,,0.5717
IND,1964-05,,2.0213,,,0.5635
IND,1964-06,,2.0614,,,0.5583
IND,1964-07,,2.1197,,,0.5679
IND,1964-08,,2.1452,,,0.5717
IND,1964-09,,2.1852,,,0.5779
IND,1964-10,,2.2435,,,0.5693
IND,1964-11,,2.2435,,,0.5638
IND,1964-12,,2.2544,,,0.5607
IND,1965-01,,2.2690,,,0.5631
IND,1965-02,,2.2289,,,0.5631
IND,1965-03,,2.1852,,,0.5497
IND,1965-04,,2.1998,,,0.5428
IND,1965-05,,2.2144,,,0.5366
IND,1965-06,,2.2435,,,0.5373
IND,1965-07,,2.3091,,,0.5324
IND,1965-08,,2.3382,,,0.5224
IND,1965-09,,2.3673,,,0.5159
IND,1965-10,,2.3673,,,0.5079
IND,1965-11,,2.3783,,,0.4837
IND,1965-12,,2.3783,,,0.4706
IND,1966-01,,2.3783,,,0.4811
IND,1966-02,,2.3928,,,0.4811
IND,1966-03,,2.3928,,,0.4935
IND,1966-04,,2.4074,,,0.5184
IND,1966-05,,2.4875,,,0.5262
IND,1966-06,,2.5458,,,0.5275
IND,1966-07,,2.5859,,,0.5275
IND,1966-08,,2.6113,,,0.5197
IND,1966-09,,2.6259,,,0.5059
IND,1966-10,,2.6405,,,0.5144
IND,1966-11,,2.6696,,,0.5151
IND,1966-12,,2.7097,,,0.5177
IND,1967-01,,2.7097,,,0.5380
IND,1967-02,,2.7243,,,0.5511
IND,1967-03,,2.7497,,,0.5400
IND,1967-04,,2.7789,,,0.5236
IND,1967-05,,2.8335,,,0.5216
IND,1967-06,,2.9027,,,0.5112
IND,1967-07,,2.9282,,,0.4994
IND,1967-08,,2.9573,,,0.5020
IND,1967-09,,2.9428,,,0.4968
IND,1967-10,,2.9828,,,0.4974
IND,1967-11,,2.9719,,,0.5014
IND,1967-12,,2.9428,,,0.4955
IND,1968-01,,3.0265,6.0000,,0.4863
IND,1968-02,,2.9828,6.0000,,0.4817
IND,1968-03,,2.9282,5.0000,,0.5092
IND,1968-04,,2.9428,5.0000,,0.5059
IND,1968-05,,2.9173,5.0000,,0.5151
IND,1968-06,,2.9428,5.0000,,0.5288
IND,1968-07,,2.9282,5.0000,,0.5269
IND,1968-08,,2.9938,5.0000,,0.5302
IND,1968-09,,3.0120,5.0000,,0.5243
IND,1968-10,,3.0265,5.0000,,0.5223
IND,1968-11,,2.9610,5.0000,,0.5262
IND,1968-12,,2.8772,5.0000,,0.5288
IND,1969-01,,2.8590,5.0000,,0.5472
IND,1969-02,,2.8444,5.0000,,0.5753
IND,1969-03,,2.8590,5.0000,,0.5805
IND,1969-04,,2.8772,5.0000,,0.5858
IND,1969-05,,2.9100,5.0000,,0.6211
IND,1969-06,,2.9938,5.0000,,0.6480
IND,1969-07,,3.0120,5.0000,,0.6264
IND,1969-08,,3.0120,5.0000,,0.5930
IND,1969-09,,3.0120,5.0000,,0.6113
IND,1969-10,,2.9938,5.0000,,0.6211
IND,1969-11,,2.9792,5.0000,,0.6120
IND,1969-12,,2.9792,5.0000,,0.5845
IND,1970-01,,2.9792,5.0000,,0.5838
IND,1970-02,,2.9792,5.0000,,0.5786
IND,1970-03,,3.0120,5.0000,,0.6185
IND,1970-04,,3.0448,5.0000,,0.6447
IND,1970-05,,3.0775,5.0000,,0.6408
IND,1970-06,,3.1140,5.0000,,0.6493
IND,1970-07,,3.1285,5.0000,,0.6493
IND,1970-08,,3.1467,5.0000,,0.6820
IND,1970-09,,3.1613,5.0000,,0.7108
IND,1970-10,,3.1795,5.0000,,0.7023
IND,1970-11,,3.1795,5.0000,,0.6728
IND,1970-12,,3.1285,5.0000,,0.6650
IND,1971-01,,3.0957,6.0000,,0.6669
IND,1971-02,,3.0957,6.0000,,0.6584
IND,1971-03,,3.0957,6.0000,,0.6545
IND,1971-04,,3.0957,6.0000,,0.6584
IND,1971-05,,3.0957,6.0000,,0.6558
IND,1971-06,,3.1467,6.0000,,0.6447
IND,1971-07,,3.1977,6.0000,,0.6237
IND,1971-08,,3.2633,6.0000,,0.6041
IND,1971-09,,3.2961,6.0000,,0.6093
IND,1971-10,,3.2961,6.0000,,0.5995
IND,1971-11,,3.3143,6.0000,,0.5819
IND,1971-12,,3.2815,6.0000,,0.5838
IND,1972-01,,3.2633,6.0000,,0.6179
IND,1972-02,,3.2451,6.0000,,0.6192
IND,1972-03,,3.2633,6.0000,,0.6185
IND,1972-04,,3.2815,6.0000,,0.6401
IND,1972-05,,3.2961,6.0000,,0.6440
IND,1972-06,,3.3798,6.0000,,0.6296
IND,1972-07,,3.4490,6.0000,,0.6218
IND,1972-08,,3.4818,6.0000,,0.6015
IND,1972-09,,3.5000,6.0000,,0.5943
IND,1972-10,,3.5146,6.0000,,0.6048
IND,1972-11,,3.5328,6.0000,,0.6067
IND,1972-12,,3.5328,6.0000,,0.6139
IND,1973-01,,3.5328,6.0000,,0.6087
IND,1973-02,,3.5838,6.0000,,0.6067
IND,1973-03,,3.6348,6.0000,,0.6280
IND,1973-04,,3.7185,6.0000,,0.3219
IND,1973-05,,3.8351,7.0000,,0.3231
IND,1973-06,,3.9188,7.0000,,0.3316
IND,1973-07,,4.0864,7.0000,,0.3363
IND,1973-08,,4.1556,7.0000,,0.3382
IND,1973-09,,4.1738,7.0000,,0.3623
IND,1973-10,,4.2721,7.0000,,0.3755
IND,1973-11,,4.3559,7.0000,,0.4002
IND,1973-12,,4.3741,7.0000,,0.3770
IND,1974-01,,4.4397,7.0000,,0.3642
IND,1974-02,,4.4906,7.0000,,0.3767
IND,1974-03,,4.6254,7.0000,,0.3955
IND,1974-04,,4.7602,7.0000,,0.3983
IND,1974-05,,4.9459,7.0000,,0.4112
IND,1974-06,,5.0624,7.0000,,0.4225
IND,1974-07,,5.2336,9.0000,,0.4168
IND,1974-08,,5.4012,9.0000,,0.3792
IND,1974-09,,5.6197,9.0000,,0.3288
IND,1974-10,,5.6342,9.0000,,0.3147
IND,1974-11,,5.5687,9.0000,,0.3134
IND,1974-12,,5.4849,9.0000,,0.3231
IND,1975-01,,5.4849,9.0000,,0.3253
IND,1975-02,,5.4667,9.0000,,0.3209
IND,1975-03,,5.4012,9.0000,,0.3191
IND,1975-04,,5.4339,9.0000,,0.3028
IND,1975-05,,5.4995,9.0000,,0.2971
IND,1975-06,,5.5177,9.0000,,0.2874
IND,1975-07,,5.4521,9.0000,,0.2943
IND,1975-08,,5.4012,9.0000,,0.3096
IND,1975-09,,5.3684,9.0000,,0.3090
IND,1975-10,,5.3174,9.0000,,0.2987
IND,1975-11,,5.2992,9.0000,,0.2971
IND,1975-12,,5.1462,9.0000,,0.3021
IND,1976-01,,5.0151,9.0000,,0.3137
IND,1976-02,,4.8803,9.0000,,0.3256
IND,1976-03,,4.8111,9.0000,,0.3225
IND,1976-04,,4.8621,9.0000,,0.3109
IND,1976-05,,4.8803,9.0000,,0.3122
IND,1976-06,,4.8949,9.0000,,0.3096
IND,1976-07,,4.9969,9.0000,,0.3191
IND,1976-08,,5.0151,9.0000,,0.3344
IND,1976-09,,5.0807,9.0000,,0.3451
IND,1976-10,,5.1134,9.0000,,0.3413
IND,1976-11,,5.1462,9.0000,,0.3350
IND,1976-12,,5.1462,9.0000,,0.3259
IND,1977-01,,5.1644,9.0000,,0.3294
IND,1977-02,,5.2154,9.0000,,0.3285
IND,1977-03,,5.2482,9.0000,,0.3278
IND,1977-04,,5.2664,9.0000,,0.3388
IND,1977-05,,5.3502,9.0000,,0.3448
IND,1977-06,,5.3829,9.0000,,0.3510
IND,1977-07,,5.4667,9.0000,,0.3379
IND,1977-08,,5.4995,9.0000,,0.3353
IND,1977-09,,5.5687,9.0000,,0.3363
IND,1977-10,,5.5505,9.0000,,0.3259
IND,1977-11,,5.5505,9.0000,,0.3209
IND,1977-12,,5.5505,9.0000,,0.3212
IND,1978-01,,5.4667,9.0000,,0.3375
IND,1978-02,,5.3829,9.0000,,0.3404
IND,1978-03,,5.4012,9.0000,,0.3498
IND,1978-04,,5.4157,9.0000,,0.3780
IND,1978-05,,5.4339,9.0000,,0.3849
IND,1978-06,,5.4995,9.0000,,0.3933
IND,1978-07,,5.5505,9.0000,,0.3905
IND,1978-08,,5.5687,9.0000,,0.3968
IND,1978-09,,5.6525,9.0000,,0.4115
IND,1978-10,,5.7217,9.0000,,0.4222
IND,1978-11,,5.7217,9.0000,,0.4215
IND,1978-12,,5.6342,9.0000,,0.4187
IND,1979-01,,5.5869,9.0000,,0.4203
IND,1979-02,,5.5359,9.0000,,0.4269
IND,1979-03,,5.5869,9.0000,,0.4441
IND,1979-04,,5.6707,9.0000,,0.4585
IND,1979-05,,5.7034,9.0000,,0.4556
IND,1979-06,,5.8054,9.0000,,0.4661
IND,1979-07,,5.9402,9.0000,,0.4403
IND,1979-08,,6.0567,9.0000,,0.4226
IND,1979-09,,6.1077,9.0000,,0.4338
IND,1979-10,,6.1405,9.0000,,0.4440
IND,1979-11,,6.1915,9.0000,,0.4366
IND,1979-12,,6.2935,9.0000,,0.4280
IND,1980-01,,6.2425,9.0000,,0.4483
IND,1980-02,,6.2061,9.0000,,0.4606
IND,1980-03,,6.2752,9.0000,,0.4717
IND,1980-04,,6.3080,9.0000,,0.4722
IND,1980-05,,6.4282,9.0000,,0.4589
IND,1980-06,,6.4938,9.0000,,0.4539
IND,1980-07,,6.6285,9.0000,,0.4621
IND,1980-08,,6.6795,9.0000,,0.4986
IND,1980-09,,6.7633,9.0000,,0.5028
IND,1980-10,,6.8288,9.0000,,0.4766
IND,1980-11,,6.9126,9.0000,,0.4892
IND,1980-12,,6.8653,9.0000,,0.5338
IND,1981-01,,6.9126,9.0000,,0.5466
IND,1981-02,,7.0328,9.0000,,0.5711
IND,1981-03,,7.0656,9.0000,,0.6084
IND,1981-04,,7.1821,9.0000,,0.6515
IND,1981-05,,7.2841,9.0000,,0.6585
IND,1981-06,,7.3861,9.0000,,0.7040
IND,1981-07,,7.5208,10.0000,,0.7585
IND,1981-08,,7.6374,10.0000,,0.7330
IND,1981-09,,7.6702,10.0000,,0.7197
IND,1981-10,,7.7394,10.0000,,0.7613
IND,1981-11,,7.7721,10.0000,,0.7915
IND,1981-12,,7.7394,10.0000,,0.7963
IND,1982-01,,7.7211,10.0000,,0.8542
IND,1982-02,,7.7066,10.0000,,0.8366
IND,1982-03,,7.6884,10.0000,,0.8319
IND,1982-04,,7.7211,10.0000,,0.8135
IND,1982-05,,7.7721,10.0000,,0.8397
IND,1982-06,,7.9069,10.0000,,0.8006
IND,1982-07,,8.0416,10.0000,,0.7647
IND,1982-08,,8.2092,10.0000,,0.7847
IND,1982-09,,8.2274,10.0000,,0.8039
IND,1982-10,,8.2602,10.0000,,0.8158
IND,1982-11,,8.3439,10.0000,,0.8169
IND,1982-12,,8.3621,10.0000,,0.8504
IND,1983-01,,8.3257,10.0000,,0.8334
IND,1983-02,,8.4131,10.0000,,0.8082
IND,1983-03,,8.4459,10.0000,,0.7879
IND,1983-04,,8.5479,10.0000,,0.7740
IND,1983-05,,8.7664,10.0000,,0.8464
IND,1983-06,,8.9667,10.0000,,0.8818
IND,1983-07,,9.1015,10.0000,,0.8641
IND,1983-08,,9.2362,10.0000,,0.8664
IND,1983-09,,9.3200,10.0000,,0.8633
IND,1983-10,,9.3856,10.0000,,0.8498
IND,1983-11,,9.4365,10.0000,,0.8755
IND,1983-12,,9.4038,10.0000,,0.8955
IND,1984-01,,9.4730,10.0000,,0.9113
IND,1984-02,,9.4365,10.0000,,0.9080
IND,1984-03,,9.3856,10.0000,,0.8936
IND,1984-04,,9.4038,10.0000,,0.8780
IND,1984-05,,9.4548,10.0000,,0.8630
IND,1984-06,,9.6551,10.0000,,0.8877
IND,1984-07,,9.8408,10.0000,,0.9337
IND,1984-08,,9.8590,10.0000,,0.9141
IND,1984-09,,9.9100,10.0000,,0.9392
IND,1984-10,,9.9610,10.0000,,1.0025
IND,1984-11,,10.0084,10.0000,,0.9667
IND,1984-12,,9.8918,10.0000,,0.9693
IND,1985-01,,9.8918,10.0000,,1.0233
IND,1985-02,,9.8408,10.0000,,1.0982
IND,1985-03,,9.8590,10.0000,,1.1750
IND,1985-04,,9.9938,10.0000,,1.3087
IND,1985-05,,10.0921,10.0000,,1.3883
IND,1985-06,,10.1941,10.0000,,1.5992
IND,1985-07,,10.3471,10.0000,,1.7751
IND,1985-08,,10.3980,10.0000,,1.8295
IND,1985-09,,10.4126,10.0000,,1.7259
IND,1985-10,,10.5146,10.0000,,1.7215
IND,1985-11,,10.5984,10.0000,,1.7507
