# pofo simdata v1
# id: USSCV-USD
# name: US small-cap value total return (USD, daily)
# source: Ken French Data Library, 6 Portfolios formed on Size and Book-to-Market (2x3) [Daily], value-weighted SMALL HiBM (small x high book-to-market), daily returns cumulated to a total-return index from 1963-07 (the standard reliable-value start; pre-1963 book equity is hand-collected). https://mba.tuck.dartmouth.edu/pages/faculty/ken.french/ftp/6_Portfolios_2x3_Daily_CSV.zip . Gross of fees/costs. Extends DFSVX (hence ZPRV) before its 1993 inception.
1991-10-01,9268.059502
1991-10-02,9248.596577
1991-10-03,9182.006682
1991-10-04,9149.869659
1991-10-07,9066.605845
1991-10-08,9080.205754
1991-10-09,9021.184416
1991-10-10,9042.835259
1991-10-11,9078.102316
1991-10-14,9138.925602
1991-10-15,9253.162172
1991-10-16,9371.602648
1991-10-17,9360.356724
1991-10-18,9393.117973
1991-10-21,9372.453113
1991-10-22,9353.708207
1991-10-23,9339.677645
1991-10-24,9259.356417
1991-10-25,9226.022734
1991-10-28,9265.694632
1991-10-29,9324.995077
1991-10-30,9403.325036
1991-10-31,9443.759334
1991-11-01,9395.596161
1991-11-04,9346.739061
1991-11-05,9354.216452
1991-11-06,9381.343680
1991-11-07,9440.446145
1991-11-08,9473.487707
1991-11-11,9485.803241
1991-11-12,9541.769480
1991-11-13,9537.952772
1991-11-14,9509.338914
1991-11-15,9257.341433
1991-11-18,9224.015003
1991-11-19,9039.534703
1991-11-20,9080.212609
1991-11-21,9083.844695
1991-11-22,9001.181708
1991-11-25,8946.274499
1991-11-26,8925.698068
1991-11-27,8899.813544
1991-11-29,8920.283115
1991-12-02,8903.334577
1991-12-03,8913.128245
1991-12-04,8916.693496
1991-12-05,8865.868343
1991-12-06,8889.806188
1991-12-09,8850.691041
1991-12-10,8793.161549
1991-12-11,8739.523263
1991-12-12,8791.960403
1991-12-13,8878.121615
1991-12-16,8906.531604
1991-12-17,8838.841964
1991-12-18,8807.022133
1991-12-19,8748.015084
1991-12-20,8772.509527
1991-12-23,8915.501432
1991-12-24,9027.836750
1991-12-26,9184.018326
1991-12-27,9273.103304
1991-12-30,9466.911163
1991-12-31,9582.407479
1992-01-02,9601.572294
1992-01-03,9709.109903
1992-01-06,9783.870050
1992-01-07,9857.249075
1992-01-08,9935.121343
1992-01-09,10010.628265
1992-01-10,9984.600632
1992-01-13,10026.535954
1992-01-14,10160.891536
1992-01-15,10321.433622
1992-01-16,10413.294381
1992-01-17,10471.608830
1992-01-20,10473.703152
1992-01-21,10317.644975
1992-01-22,10423.916718
1992-01-23,10454.146077
1992-01-24,10482.372271
1992-01-27,10522.205286
1992-01-28,10575.868533
1992-01-29,10513.470908
1992-01-30,10590.219246
1992-01-31,10608.222619
1992-02-03,10664.446198
1992-02-04,10757.226880
1992-02-05,10834.678914
1992-02-06,10901.853923
1992-02-07,10912.755777
1992-02-10,10985.871241
1992-02-11,11027.617551
1992-02-12,11156.640677
1992-02-13,11100.857473
1992-02-14,11136.380217
1992-02-18,11163.107530
1992-02-19,11147.479179
1992-02-20,11302.429140
1992-02-21,11284.345253
1992-02-24,11250.492218
1992-02-25,11166.113526
1992-02-26,11288.940775
1992-02-27,11363.447784
1992-02-28,11362.311439
1992-03-02,11399.807067
1992-03-03,11432.866507
1992-03-04,11426.006787
1992-03-05,11279.753900
1992-03-06,11189.515869
1992-03-09,11202.943288
1992-03-10,11282.484186
1992-03-11,11215.917529
1992-03-12,11148.622024
1992-03-13,11187.642201
1992-03-16,11178.692087
1992-03-17,11231.231940
1992-03-18,11345.790506
1992-03-19,11392.308247
1992-03-20,11401.422093
1992-03-23,11351.255836
1992-03-24,11325.147948
1992-03-25,11362.520936
1992-03-26,11322.752113
1992-03-27,11221.979619
1992-03-30,11207.391045
1992-03-31,11275.756131
1992-04-01,11202.463716
1992-04-02,11108.363021
1992-04-03,11028.382807
1992-04-06,11076.907691
1992-04-07,10896.354096
1992-04-08,10763.418576
1992-04-09,10905.495701
1992-04-10,10989.468018
1992-04-13,10996.061699
1992-04-14,11141.209713
1992-04-15,11204.714609
1992-04-16,11175.582351
1992-04-20,11026.947105
1992-04-21,11015.920158
1992-04-22,11068.796575
1992-04-23,11066.582816
1992-04-24,11098.675906
1992-04-27,11022.095042
1992-04-28,10976.904453
1992-04-29,11049.352022
1992-04-30,11164.265283
1992-05-01,11145.286032
1992-05-04,11177.607361
1992-05-05,11220.082269
1992-05-06,11267.206615
1992-05-07,11295.374631
1992-05-08,11298.763244
1992-05-11,11349.607678
1992-05-12,11349.607678
1992-05-13,11366.632090
1992-05-14,11290.475655
1992-05-15,11261.120418
1992-05-18,11285.894883
1992-05-19,11337.810000
1992-05-20,11393.365269
1992-05-21,11383.111240
1992-05-22,11429.781996
1992-05-26,11328.056936
1992-05-27,11355.244273
1992-05-28,11372.277139
1992-05-29,11431.412980
1992-06-01,11459.991513
1992-06-02,11476.035501
1992-06-03,11493.249554
1992-06-04,11516.236053
1992-06-05,11526.600666
1992-06-08,11507.005445
1992-06-09,11427.607107
1992-06-10,11364.755268
1992-06-11,11311.340918
1992-06-12,11345.274941
1992-06-15,11311.239116
1992-06-16,11252.420673
1992-06-17,11082.509121
1992-06-18,10990.524295
1992-06-19,11028.991130
1992-06-22,10917.598320
1992-06-23,10945.984075
1992-06-24,10926.281304
1992-06-25,10927.373932
1992-06-26,10944.857730
1992-06-29,11017.093791
1992-06-30,11110.739089
1992-07-01,11181.847819
1992-07-02,11180.729634
1992-07-06,11166.194685
1992-07-07,11141.629057
1992-07-08,11129.373265
1992-07-09,11213.956502
1992-07-10,11237.505811
1992-07-13,11274.589580
1992-07-14,11347.874412
1992-07-15,11383.052823
1992-07-16,11348.903664
1992-07-17,11309.182501
1992-07-20,11241.327406
1992-07-21,11261.561796
1992-07-22,11230.029423
1992-07-23,11258.104496
1992-07-24,11260.356117
1992-07-27,11268.238366
1992-07-28,11332.467325
1992-07-29,11406.128363
1992-07-30,11481.408810
1992-07-31,11530.778868
1992-08-03,11540.003491
1992-08-04,11545.773493
1992-08-05,11512.290750
1992-08-06,11480.056335
1992-08-07,11465.132262
1992-08-10,11436.469432
1992-08-11,11422.745668
1992-08-12,11410.180648
1992-08-13,11387.360287
1992-08-14,11428.354784
1992-08-17,11444.354480
1992-08-18,11429.476820
1992-08-19,11378.044174
1992-08-20,11348.461259
1992-08-21,11301.932568
1992-08-24,11159.528218
1992-08-25,11113.774152
1992-08-26,11138.224455
1992-08-27,11189.460287
1992-08-28,11215.196046
1992-08-31,11219.682125
1992-09-01,11229.779838
1992-09-02,11280.313848
1992-09-03,11327.691166
1992-09-04,11293.708092
1992-09-08,11238.368923
1992-09-09,11250.731129
1992-09-10,11308.109857
1992-09-11,11299.063369
1992-09-14,11386.066157
1992-09-15,11333.690253
1992-09-16,11326.890039
1992-09-17,11321.226594
1992-09-18,11380.096972
1992-09-21,11366.440856
1992-09-22,11339.161398
1992-09-23,11338.027482
1992-09-24,11376.576775
1992-09-25,11311.730287
1992-09-28,11304.943249
1992-09-29,11317.378687
1992-09-30,11395.468600
1992-10-01,11336.212163
1992-10-02,11251.190572
1992-10-05,11094.799023
1992-10-06,11151.382498
1992-10-07,11145.806807
1992-10-08,11192.619195
1992-10-09,11159.041338
1992-10-12,11204.793407
1992-10-13,11232.805391
1992-10-14,11246.284757
1992-10-15,11251.907899
1992-10-16,11272.161334
1992-10-19,11329.649357
1992-10-20,11399.893183
1992-10-21,11460.312616
1992-10-22,11446.560241
1992-10-23,11486.623202
1992-10-26,11546.353643
1992-10-27,11529.034112
1992-10-28,11562.468311
1992-10-29,11571.718286
1992-10-30,11621.476674
1992-11-02,11659.827548
1992-11-03,11662.159513
1992-11-04,11669.156809
1992-11-05,11739.171750
1992-11-06,11757.954424
1992-11-09,11790.876697
1992-11-10,11830.965678
1992-11-11,11935.078175
1992-11-12,11935.078175
1992-11-13,11995.947074
1992-11-16,11979.152748
1992-11-17,11957.590273
1992-11-18,12029.335815
1992-11-19,12050.988619
1992-11-20,12117.269057
1992-11-23,12119.692511
1992-11-24,12194.834604
1992-11-25,12268.003612
1992-11-27,12291.312819
1992-11-30,12395.788978
1992-12-01,12419.340977
1992-12-02,12459.082868
1992-12-03,12508.919199
1992-12-04,12577.718255
1992-12-07,12620.482497
1992-12-08,12663.392137
1992-12-09,12631.733657
1992-12-10,12583.733069
1992-12-11,12591.283309
1992-12-14,12584.987667
1992-12-15,12537.164714
1992-12-16,12512.090385
1992-12-17,12587.162927
1992-12-18,12656.392323
1992-12-21,12650.064127
1992-12-22,12667.774217
1992-12-23,12719.712091
1992-12-24,12787.126565
1992-12-28,12767.945875
1992-12-29,12801.142535
1992-12-30,12886.910190
1992-12-31,13020.934056
1993-01-04,12994.892188
1993-01-05,13015.684015
1993-01-06,13093.778119
1993-01-07,13091.159363
1993-01-08,13042.722074
1993-01-11,13110.544229
1993-01-12,13086.945249
1993-01-13,13143.219114
1993-01-14,13240.478935
1993-01-15,13331.838240
1993-01-18,13395.831063
1993-01-19,13477.545633
1993-01-20,13548.976625
1993-01-21,13595.043145
1993-01-22,13687.489438
1993-01-25,13813.414341
1993-01-26,13871.430682
1993-01-27,13799.299242
1993-01-28,13775.840433
1993-01-29,13848.852388
1993-02-01,13918.096650
1993-02-02,13973.769036
1993-02-03,14106.519842
1993-02-04,14165.767225
1993-02-05,14143.101998
1993-02-08,14130.373206
1993-02-09,14054.069191
1993-02-10,14062.501632
1993-02-11,14153.907893
1993-02-12,14118.523123
1993-02-16,13728.851885
1993-02-17,13636.868577
1993-02-18,13694.143425
1993-02-19,13825.607202
1993-02-22,13817.311838
1993-02-23,13803.494526
1993-02-24,13842.144311
1993-02-25,13919.660319
1993-02-26,13997.610417
1993-03-01,14025.605637
1993-03-02,14090.123423
1993-03-03,14194.390337
1993-03-04,14202.906971
1993-03-05,14225.631622
1993-03-08,14319.520791
1993-03-09,14393.982299
1993-03-10,14463.073414
1993-03-11,14506.462634
1993-03-12,14452.788722
1993-03-15,14486.030136
1993-03-16,14478.787121
1993-03-17,14426.663488
1993-03-18,14455.516815
1993-03-19,14438.170195
1993-03-22,14387.636599
1993-03-23,14377.565253
1993-03-24,14341.621340
1993-03-25,14410.461123
1993-03-26,14437.840999
1993-03-29,14443.616135
1993-03-30,14429.172519
1993-03-31,14504.204216
1993-04-01,14494.051273
1993-04-02,14308.527417
1993-04-05,14254.155013
1993-04-06,14209.967132
1993-04-07,14198.599158
1993-04-08,14226.996357
1993-04-12,14288.172441
1993-04-13,14386.760831
1993-04-14,14422.727733
1993-04-15,14437.150461
1993-04-16,14451.587611
1993-04-19,14405.342531
1993-04-20,14308.826736
1993-04-21,14300.241440
1993-04-22,14253.050643
1993-04-23,14170.382949
1993-04-26,13997.504277
1993-04-27,13962.510517
1993-04-28,14004.398048
1993-04-29,14045.010802
1993-04-30,14137.707874
1993-05-03,14134.880332
1993-05-04,14235.237983
1993-05-05,14309.261220
1993-05-06,14319.277703
1993-05-07,14310.686136
1993-05-10,14327.858960
1993-05-11,14383.737610
1993-05-12,14434.080691
1993-05-13,14377.787777
1993-05-14,14349.032201
1993-05-17,14307.420008
1993-05-18,14313.142976
1993-05-19,14354.651090
1993-05-20,14435.037136
1993-05-21,14436.480640
1993-05-24,14452.360769
1993-05-25,14472.594074
1993-05-26,14560.876898
1993-05-27,14607.471704
1993-05-28,14582.639002
1993-06-01,14633.678238
1993-06-02,14689.286216
1993-06-03,14726.009431
1993-06-04,14714.228624
1993-06-07,14653.900286
1993-06-08,14526.411354
1993-06-09,14561.274741
1993-06-10,14505.941897
1993-06-11,14540.756158
1993-06-14,14552.388763
1993-06-15,14617.874512
1993-06-16,14601.794850
1993-06-17,14620.777183
1993-06-18,14575.452774
1993-06-21,14537.556597
1993-06-22,14527.380307
1993-06-23,14518.663879
1993-06-24,14544.797474
1993-06-25,14600.067704
1993-06-28,14677.448063
1993-06-29,14695.061001
1993-06-30,14777.353343
1993-07-01,14852.717845
1993-07-02,14855.688388
1993-07-06,14855.688388
1993-07-07,14848.260544
1993-07-08,14904.683934
1993-07-09,14941.945644
1993-07-12,14965.852757
1993-07-13,15021.226412
1993-07-14,15112.855893
1993-07-15,15134.013891
1993-07-16,15127.960286
1993-07-19,15087.114793
1993-07-20,15072.027678
1993-07-21,15072.027678
1993-07-22,14999.681945
1993-07-23,15005.681818
1993-07-26,15070.206250
1993-07-27,15032.530734
1993-07-28,15077.628327
1993-07-29,15086.674904
1993-07-30,15094.218241
1993-08-02,15106.293616
1993-08-03,15116.868021
1993-08-04,15150.125131
1993-08-05,15107.704780
1993-08-06,15125.834026
1993-08-09,15133.396943
1993-08-10,15171.230436
1993-08-11,15209.158512
1993-08-12,15190.907521
1993-08-13,15209.136610
1993-08-16,15228.908488
1993-08-17,15228.908488
1993-08-18,15309.621703
1993-08-19,15301.966892
1993-08-20,15378.476727
1993-08-23,15330.803449
1993-08-24,15416.655948
1993-08-25,15452.114257
1993-08-26,15466.021160
1993-08-27,15492.313396
1993-08-30,15517.101097
1993-08-31,15628.824225
1993-09-01,15656.956109
1993-09-02,15682.007238
1993-09-03,15732.189662
1993-09-07,15604.758925
1993-09-08,15437.788005
1993-09-09,15485.645148
1993-09-10,15604.884615
1993-09-13,15620.489500
1993-09-14,15556.445493
1993-09-15,15587.558384
1993-09-16,15600.028431
1993-09-17,15663.988547
1993-09-20,15663.988547
1993-09-21,15529.278246
1993-09-22,15639.536121
1993-09-23,15658.303565
1993-09-24,15706.844306
1993-09-27,15791.661265
1993-09-28,15857.986242
1993-09-29,15892.873812
1993-09-30,16035.909676
1993-10-01,16056.756359
1993-10-04,16106.532303
1993-10-05,16124.249489
1993-10-06,16169.397388
1993-10-07,16158.078809
1993-10-08,16162.926233
1993-10-11,16192.019500
1993-10-12,16221.165135
1993-10-13,16277.939213
1993-10-14,16312.122886
1993-10-15,16365.952891
1993-10-18,16331.584390
1993-10-19,16235.228042
1993-10-20,16206.004632
1993-10-21,16207.625232
1993-10-22,16223.832857
1993-10-25,16241.679074
1993-10-26,16188.081533
1993-10-27,16254.452667
1993-10-28,16324.346813
1993-10-29,16456.574023
1993-11-01,16415.432588
1993-11-02,16428.564934
1993-11-03,16270.850710
1993-11-04,16096.752608
1993-11-05,16025.926896
1993-11-08,16083.620233
1993-11-09,16136.696180
1993-11-10,16206.083973
1993-11-11,16233.634316
1993-11-12,16318.049215
1993-11-15,16293.572141
1993-11-16,16239.803353
1993-11-17,16176.468120
1993-11-18,16103.674013
1993-11-19,16092.401441
1993-11-22,15913.775785
1993-11-23,15956.742980
1993-11-24,16044.505066
1993-11-26,16060.549571
1993-11-29,16028.428472
1993-11-30,16049.265429
1993-12-01,16155.190581
1993-12-02,16158.421619
1993-12-03,16214.976095
1993-12-06,16214.976095
1993-12-07,16229.569573
1993-12-08,16260.405755
1993-12-09,16237.641187
1993-12-10,16223.027310
1993-12-13,16179.225137
1993-12-14,16070.824328
1993-12-15,16022.611855
1993-12-16,16051.452557
1993-12-17,16158.997289
1993-12-20,16128.295194
1993-12-21,16076.684649
1993-12-22,16067.038638
1993-12-23,16086.319085
1993-12-27,16123.317619
1993-12-28,16179.749230
1993-12-29,16294.625450
1993-12-30,16288.107600
1993-12-31,16441.215811
1994-01-03,16398.468650
1994-01-04,16452.583597
1994-01-05,16534.846515
1994-01-06,16554.688330
1994-01-07,16635.806303
1994-01-10,16689.040883
1994-01-11,16692.378692
1994-01-12,16715.748022
1994-01-13,16749.179518
1994-01-14,16809.476564
1994-01-17,16824.605093
1994-01-18,16833.017395
1994-01-19,16885.199749
1994-01-20,16922.347189
1994-01-21,16942.654005
1994-01-24,16947.736802
1994-01-25,16915.536102
1994-01-26,16962.899603
1994-01-27,17003.610562
1994-01-28,17107.332586
1994-01-31,17233.926847
1994-02-01,17228.756669
1994-02-02,17301.117447
1994-02-03,17278.625995
1994-02-04,16952.059963
1994-02-07,16924.936667
1994-02-08,17034.948756
1994-02-09,17145.675923
1994-02-10,17083.951489
1994-02-11,17020.740869
1994-02-14,17012.230498
1994-02-15,17070.072082
1994-02-16,17177.613536
1994-02-17,17115.774128
1994-02-18,17071.273115
1994-02-22,17091.758643
1994-02-23,17043.901718
1994-02-24,16897.324164
1994-02-25,16909.152290
1994-02-28,17049.498254
1994-03-01,16955.726014
1994-03-02,16848.904940
1994-03-03,16815.207130
1994-03-04,16879.104917
1994-03-07,17012.449846
1994-03-08,17024.358561
1994-03-09,17056.704842
1994-03-10,17003.829057
1994-03-11,17051.439779
1994-03-14,17119.645538
1994-03-15,17162.444652
1994-03-16,17272.284297
1994-03-17,17267.102612
1994-03-18,17362.071677
1994-03-21,17263.107868
1994-03-22,17328.707678
1994-03-23,17406.686862
1994-03-24,17251.767349
1994-03-25,17231.065229
1994-03-28,17039.800405
1994-03-29,16751.827778
1994-03-30,16487.148899
1994-03-31,16322.277410
1994-04-04,16066.017654
1994-04-05,16435.536061
1994-04-06,16463.476472
1994-04-07,16578.720807
1994-04-08,16532.300389
1994-04-11,16540.566539
1994-04-12,16499.215123
1994-04-13,16363.921559
1994-04-14,16385.194657
1994-04-15,16385.194657
1994-04-18,16288.522008
1994-04-19,16181.017763
1994-04-20,16048.333417
1994-04-21,16168.695918
1994-04-22,16226.903223
1994-04-25,16338.868856
1994-04-26,16438.535956
1994-04-28,16474.700735
1994-04-29,16547.189418
1994-05-02,16588.557391
1994-05-03,16623.393362
1994-05-04,16620.068683
1994-05-05,16623.392697
1994-05-06,16533.626376
1994-05-09,16389.783827
1994-05-10,16411.090546
1994-05-11,16292.930694
1994-05-12,16356.473124
1994-05-13,16343.387945
1994-05-16,16278.014393
1994-05-17,16302.431415
1994-05-18,16410.027462
1994-05-19,16470.744564
1994-05-20,16467.450415
1994-05-23,16444.395984
1994-05-24,16449.329303
1994-05-25,16477.293163
1994-05-26,16554.736441
1994-05-27,16594.467808
1994-05-31,16581.192234
1994-06-01,16617.670857
1994-06-02,16722.362183
1994-06-03,16715.673239
1994-06-06,16745.761450
1994-06-07,16737.388570
1994-06-08,16717.303703
1994-06-09,16688.884287
1994-06-10,16737.282052
1994-06-13,16752.345605
1994-06-14,16814.329284
1994-06-15,16824.417882
1994-06-16,16856.384276
1994-06-17,16814.243315
1994-06-20,16662.915125
1994-06-21,16502.951140
1994-06-22,16559.061174
1994-06-23,16459.706807
1994-06-24,16250.668530
1994-06-27,16252.293597
1994-06-28,16169.406900
1994-06-29,16217.915121
1994-06-30,16286.030364
1994-07-01,16367.460516
1994-07-05,16351.093055
1994-07-06,16359.268602
1994-07-07,16405.074554
1994-07-08,16365.702375
1994-07-11,16334.607541
1994-07-12,16360.742913
1994-07-13,16432.730181
1994-07-14,16539.542928
1994-07-15,16600.739236
1994-07-18,16584.138497
1994-07-19,16582.480083
1994-07-20,16511.175419
1994-07-21,16524.384359
1994-07-22,16542.561182
1994-07-25,16550.832463
1994-07-26,16544.212130
1994-07-27,16516.086969
1994-07-28,16516.086969
1994-07-29,16641.609230
1994-08-01,16673.228288
1994-08-02,16723.247972
1994-08-03,16750.005169
1994-08-04,16729.905163
1994-08-05,16676.369467
1994-08-08,16708.054569
1994-08-09,16718.079401
1994-08-10,16759.874600
1994-08-11,16723.002876
1994-08-12,16776.516485
1994-08-15,16831.878989
1994-08-16,16833.562177
1994-08-17,16902.579782
1994-08-18,16887.367460
1994-08-19,16922.830932
1994-08-22,16892.369836
1994-08-23,16973.453211
1994-08-24,17026.070916
1994-08-25,17060.123058
1994-08-26,17114.715452
1994-08-29,17135.253111
1994-08-30,17207.221174
1994-08-31,17294.978002
1994-09-01,17250.011059
1994-09-02,17268.986071
1994-09-06,17262.078477
1994-09-07,17310.412296
1994-09-08,17376.191863
1994-09-09,17308.424715
1994-09-12,17263.422810
1994-09-13,17330.750159
1994-09-14,17386.208560
1994-09-15,17500.957536
1994-09-16,17514.958302
1994-09-19,17504.449328
1994-09-20,17355.661508
1994-09-21,17253.263105
1994-09-22,17248.087126
1994-09-23,17203.242100
1994-09-26,17172.276264
1994-09-27,17137.931712
1994-09-28,17209.911025
1994-09-29,17184.096158
1994-09-30,17295.792783
1994-10-03,17217.961716
1994-10-04,17040.616710
1994-10-05,16907.699900
1994-10-06,16938.133760
1994-10-07,16968.622400
1994-10-10,17017.831405
1994-10-11,17087.604514
1994-10-12,17106.400879
1994-10-13,17138.903041
1994-10-14,17125.191918
1994-10-17,17123.479399
1994-10-18,17070.396613
1994-10-19,17111.365565
1994-10-20,17073.720561
1994-10-21,17024.206771
1994-10-24,16949.300261
1994-10-25,16896.757430
1994-10-26,16866.343267
1994-10-27,16900.075953
1994-10-28,17011.616455
1994-10-31,17030.329233
1994-11-01,16914.522994
1994-11-02,16911.140089
1994-11-03,16963.564624
1994-11-04,16897.406722
1994-11-07,16829.817095
1994-11-08,16860.110766
1994-11-09,16838.192622
1994-11-10,16802.832417
1994-11-11,16727.219671
1994-11-14,16738.928725
1994-11-15,16760.689332
1994-11-16,16742.252574
1994-11-17,16670.260888
1994-11-18,16606.913897
1994-11-21,16505.611722
1994-11-22,16259.678107
1994-11-23,16168.623910
1994-11-25,16244.616442
1994-11-28,16259.236597
1994-11-29,16319.395772
1994-11-30,16412.416328
1994-12-01,16269.628306
1994-12-02,16313.556303
1994-12-05,16308.662236
1994-12-06,16251.581918
1994-12-07,16157.322743
1994-12-08,15940.814618
1994-12-09,15897.774419
1994-12-12,15889.825531
1994-12-13,15913.660270
1994-12-14,16033.012722
1994-12-15,16210.979163
1994-12-16,16196.389282
1994-12-19,16204.487476
1994-12-20,16228.794208
1994-12-21,16353.755923
1994-12-22,16335.766791
1994-12-23,16373.339055
1994-12-27,16425.733740
1994-12-28,16389.597126
1994-12-29,16451.877595
1994-12-30,16673.977942
1995-01-03,16607.282031
1995-01-04,16667.068246
1995-01-05,16670.401660
1995-01-06,16698.741342
1995-01-09,16725.459329
1995-01-10,16755.565155
1995-01-11,16715.351799
1995-01-12,16725.381010
1995-01-13,16864.201672
1995-01-16,16929.972059
1995-01-17,16979.068978
1995-01-18,16975.673164
1995-01-19,16887.399664
1995-01-20,16846.869904
1995-01-23,16769.374303
1995-01-24,16818.005488
1995-01-25,16834.823494
1995-01-26,16816.305188
1995-01-27,16841.529646
1995-01-30,16772.479374
1995-01-31,16826.151308
1995-02-01,16851.390535
1995-02-02,16900.259568
1995-02-03,17040.531722
1995-02-06,17130.846540
1995-02-07,17185.665249
1995-02-08,17214.880880
1995-02-09,17245.867666
1995-02-10,17297.605269
1995-02-13,17304.524311
1995-02-14,17328.750645
1995-02-15,17439.654649
1995-02-16,17357.688272
1995-02-17,17303.879439
1995-02-21,17310.800990
1995-02-22,17354.077993
1995-02-23,17426.965120
1995-02-24,17531.526911
1995-02-27,17401.793612
1995-02-28,17534.047243
1995-03-01,17513.006387
1995-03-02,17469.223871
1995-03-03,17519.884620
1995-03-06,17462.069001
1995-03-07,17348.565552
1995-03-08,17391.936966
1995-03-09,17367.588254
1995-03-10,17433.585090
1995-03-13,17456.248750
1995-03-14,17512.108746
1995-03-15,17536.625699
1995-03-16,17582.220925
1995-03-17,17520.683152
1995-03-20,17548.716245
1995-03-21,17517.128556
1995-03-22,17483.846012
1995-03-23,17503.078242
1995-03-24,17581.842094
1995-03-27,17622.280331
1995-03-28,17648.713752
1995-03-29,17648.713752
1995-03-30,17696.365279
1995-03-31,17761.841830
1995-04-03,17779.603672
1995-04-04,17822.274721
1995-04-05,17854.354815
1995-04-06,17920.415928
1995-04-07,17872.030805
1995-04-10,17957.816553
1995-04-11,18006.302658
1995-04-12,18002.701397
1995-04-13,18105.316795
1995-04-17,18121.611580
1995-04-18,18079.931874
1995-04-19,17996.764187
1995-04-20,18057.953185
1995-04-21,18130.184998
1995-04-24,18215.396868
1995-04-25,18253.649201
1995-04-26,18275.553580
1995-04-27,18332.207796
1995-04-28,18348.706783
1995-05-01,18359.716007
1995-05-02,18376.239752
1995-05-03,18422.180351
1995-05-04,18385.335990
1995-05-05,18381.658923
1995-05-08,18517.683199
1995-05-09,18532.497346
1995-05-10,18575.122090
1995-05-11,18625.274919
1995-05-12,18669.975579
1995-05-15,18714.783520
1995-05-16,18778.413784
1995-05-17,18832.871184
1995-05-18,18751.889838
1995-05-19,18740.638704
1995-05-22,18851.208473
1995-05-23,18951.119878
1995-05-24,18956.805214
1995-05-25,18945.431131
1995-05-26,18898.067553
1995-05-30,18837.593737
1995-05-31,18894.106518
1995-06-01,18999.913514
1995-06-02,19060.713237
1995-06-05,19176.983588
1995-06-06,19198.078270
1995-06-07,19184.639615
1995-06-08,19242.193534
1995-06-09,19192.163831
1995-06-12,19261.255621
1995-06-13,19324.817764
1995-06-14,19324.817764
1995-06-15,19411.779444
1995-06-16,19438.955936
1995-06-19,19506.992281
1995-06-20,19534.302071
1995-06-21,19571.417244
1995-06-22,19651.660055
1995-06-23,19651.660055
1995-06-26,19535.715261
1995-06-27,19500.550973
1995-06-28,19498.600918
1995-06-29,19541.497840
1995-06-30,19711.508871
1995-07-03,19701.653117
1995-07-05,19788.340391
1995-07-06,19909.049267
1995-07-07,20086.239806
1995-07-10,20208.765868
1995-07-11,20212.807622
1995-07-12,20311.850379
1995-07-13,20352.474080
1995-07-14,20358.579822
1995-07-17,20427.798993
1995-07-18,20356.301697
1995-07-19,20012.280198
1995-07-20,20134.355107
1995-07-21,20184.690995
1995-07-24,20307.817610
1995-07-25,20399.202789
1995-07-26,20464.480238
1995-07-27,20587.267120
1995-07-28,20634.617834
1995-07-31,20677.950532
1995-08-01,20638.662426
1995-08-02,20675.812018
1995-08-03,20690.285086
1995-08-04,20758.563027
1995-08-07,20822.914573
1995-08-08,20802.091658
1995-08-09,20854.096887
1995-08-10,20839.499019
1995-08-11,20824.911370
1995-08-14,20868.643684
1995-08-15,20906.207243
1995-08-16,21006.557037
1995-08-17,21077.979331
1995-08-18,21145.428865
1995-08-21,21230.010581
1995-08-22,21174.812553
1995-08-23,21181.164997
1995-08-24,21183.283113
1995-08-25,21242.596306
1995-08-28,21242.596306
1995-08-29,21187.365556
1995-08-30,21358.983217
1995-08-31,21478.593523
1995-09-01,21525.846428
1995-09-05,21620.560153
1995-09-06,21720.014729
1995-09-07,21785.174774
1995-09-08,21931.135445
1995-09-11,21933.328558
1995-09-12,21937.715224
1995-09-13,21990.365740
1995-09-14,22054.137801
1995-09-15,22018.851181
1995-09-18,21908.756925
1995-09-19,21902.184298
1995-09-20,21978.841943
1995-09-21,21904.113880
1995-09-22,21805.545368
1995-09-25,21731.406513
1995-09-26,21692.289982
1995-09-27,21540.443952
1995-09-28,21673.994704
1995-09-29,21840.884463
1995-10-02,21690.182361
1995-10-03,21570.886358
1995-10-04,21439.303951
1995-10-05,21435.016090
1995-10-06,21471.455617
1995-10-09,21278.212517
1995-10-10,21154.798884
1995-10-11,21285.958637
1995-10-12,21409.417197
1995-10-13,21516.464283
1995-10-16,21531.525808
1995-10-17,21550.904182
1995-10-18,21615.556894
1995-10-19,21563.679558
1995-10-20,21550.741350
1995-10-23,21464.538385
1995-10-24,21432.341577
1995-10-25,21215.874927
1995-10-26,20997.351415
1995-10-27,20978.453799
1995-10-30,21001.530098
1995-10-31,21005.730404
1995-11-01,21058.244730
1995-11-02,21230.922337
1995-11-03,21345.569318
1995-11-06,21343.434761
1995-11-07,21319.956982
1995-11-08,21377.520866
1995-11-09,21437.377925
1995-11-10,21456.671565
1995-11-13,21445.943229
1995-11-14,21392.328371
1995-11-15,21392.328371
1995-11-16,21462.923055
1995-11-17,21527.311824
1995-11-20,21503.631781
1995-11-21,21456.323791
1995-11-22,21462.760688
1995-11-24,21520.710142
1995-11-27,21555.143278
1995-11-28,21604.720108
1995-11-29,21691.138988
1995-11-30,21784.410886
1995-12-01,21856.299442
1995-12-04,21945.910269
